clean_text,sentiment,language
worst streaming service ever absolute joke of a company willing to spend hundreds of millions on woke garbage but if your a normal person you can t watch anything don t waste your money subscribing to this service you have to buy every series you want to watch i e grimm stargate atlantis lucifer etc etc etc the only films they give you for your subscription are low budget made for tv garbage and films that are over twenty years old i m cancelling our subscription immediately,negative,en
avoid amazon at all costs avoid amazon at all costs you will always find items cheaper elsewhere the delivery service has changed and takes a lot longer yet they ve increased the monthly charge they are more concerned about taking contracts elsewhere than actually providing a service for its customers so while it s customers pay more per month amazon takes advantage of other companies like royal mail and fills in contracts over its own customers while you continue to lay a monthly charge the website is full of fake and dangerous items amazon likes to show chinese made items filtering the high quality western products over the chinese so you buy the crap and then return to buy again constantly returning items that don t workcustomer service attempting to enforce amazon s policies on me haha no amazon the public do not follow amazon s policies the customer support are from south africa and don t understand british consumer rights and they attempt to enforce rules on you sorry this is the uk not africa,negative,en
delivery of wrong product i purchased a battery operated smoke alarm package at a cost of 169 99 amazon sent a mains package by mistake they refused to exchange for the package purchased because not returned on time is this even legal,negative,en
i am upset with amazon i am upset with amazon i have been charged 3 times for a product in the amount of 28 61 of which they made the return once and all for a product that does not have that amount mentioned above and of all my orders there is a product that i have not received realistic 3d domed glow in the dark stars 572 dots in 3 sizes and a moon for ceiling or walls glow brighter and longer than typical glow in the dark stickers perfect for kids bedroom living roomworst of all is that no way to communicate with them,negative,en
after repeatedly telling amazon that i after repeatedly telling amazon that i live in an upstairs flat they continue to leave my parcels at the main communal front door and they keep getting taken extremely poor customer service,negative,en
sezione books nella sezione books si trovano libri scabrosi e blasfemi recensiti a 4 5 stelle il meccanismo delle recensioni fantomatico e manipolatorio in the books section you will find scabrous and blasphemous books reviewed at 4 5 stars the mechanism of reviews is very bad,negative,en
outrageous attitude of account outrageous attitude of account specialists at first i couldn t log in to my account i couldn t restore the password so i had to create a new account i created an order the order was accepted but the next day i receive a letter from some account specialist that i violated some conditions my current and old accounts were deleted and the order was canceled prior to that orders were made from the old account no problems and no reports that i had violated something for some reason right now they decided to block my account without any explanation of the reasons to my questions about why my account was blocked i received a letter with a vague answer from an incompetent account specialist who didn t even introduce himself to my request to substantiate the answer and give a link to these terms i received a rude reply that my requests would not be considered well if amazon believes that such customer treatment is acceptable i am very glad that i am not their customer any more,negative,en
no hasssle great prices and selection the best co to deal with fast fast shipping i have ordered at 10 pm and had delivery by noon the next day not any special shipping customer service excellent and alway a human with phone calls i buy almost everything there now,positive,en
great srevice thanks review text not found,positive,en
large items don t do it trying to return a large item that was not usable and damaged almost 4 weeks in multiple contacts with customer service over 500 in lost wages trying to get it returned same empty promises and no resolution do not use the chat feature as they just read from the same empty script,negative,en
i love amazon this was the first company i found online on my first windows pc in 95 it just sold books back then but i was so impressed that i found it at that time we had dreadful dial up times but i ve followed it ever since amazon has gone from strength to strength and have never failed me i do most of my shopping there now well done amazon and thank you,positive,en
amazon make the fire range of tablet amazon make the fire range of tablet computers far from being the versatile product characterised by having google play store or apple app store download service these devices are crippled by having amazon s own app download service no official google apps means no easy way to install gmail translate sheets chrome browser or document editing apps instead lockscreen adverts demonstrate these devices are about monetizing the user experience for the benefit of amazon,negative,en
i do business with no other review text not found,positive,en
this company is absolutely crazy this company is absolutely crazy they think its ok for you to not receive a item they then refund you but then make threats they will close your account on the basis you ve requested many refunds we ll yeah i ve not received what i ve paid for,negative,en
amazon is good and best web in the world this site is very excellent and learning to make money for weeks,positive,en
i ordered a digital gift card for 50 i ordered a digital gift card for 50 from amazon eu i did not recieve a receipt or a pin code to access the card after two day i phoned amazon and got the code i reviewed my experience on amazon but they wouldnt post it because it was negative,negative,en
i am so upset with amazon i am so upset with amazon they have ruined a 13 year old girls christmas i have been begging all day to get replacement products and it has been a no go i don t have alot of money i struggle but i always make sure to have enough when it comes to the children in my family my niece made a wishlist so i tried to at least get her several things on there that i could afford she is 13 and her hair is her everything her so she wanted a product call not your mother beach babe for curls and she also wanted brittany spears fantasy bodyspray she loves brittany spears and is a huge fan to many that s not costly but to me it is because i have numerous children to buy for that s in my family and it adds up but anways i ordered these products the not your mother comes in when i opened it the i noticed the plastic looked wet so i open the plastic and this oily stuff was coming out so i cleaned it up off my carpet and when i really looked the bottles were empty and the lids were barly on ok the brittany spears body spray comes in the lid was busted off and the spray thing did not work so i call amazon i swallowed my pride and begged and begged for them to replace the products i explained to them over and over it they were christmas gufts for my niece basically i was told no because i didn t take a picture of the bottles leaking who in their right mind thinks of a camera when greasy product is leaking all over their carpet ok at that time i didn t know i had to take a picture who would have known that i have talked to numerous people on amazon everyone has something different to tell me i m very upset because i told them i don t want the money back i just want the products so she has a gift from me they didn t even care i cried i was so hurt because i have been a very loyal costumer i have 4 services with them for the last 2 years i don t have the words it s christmas damnit i don t have no more to give a multi billion dollar company couldn t replace 20 dollars worth of products whats wrong with that it dont even sound normal shame on you people at amazon how do u sleep at night knowing you knew the products were damaged when u put them in the boxes the only one that will suffer in this is my niece i guess she supose to open the lid on the body spray and dump it on herself it s like she is to blame i guess she is the one who put the damaged products in the boxes knowly they were damaged and gifts at that i did it for my niece she don t have rich parents they struggle as well what seems cheap to some may be expensive to another i m sorry for the long review i just want people to know how a multibillion dollar company will take my money quick but at the sametime won t make it right for the costumer when it was their own company that damaged the products you should be ashamed of yourselves knowing you don t give a rats ass and that s what really upsets me also i want to add they said if they were to decide to give me my money it would be 30 days christmas is long gone after 30 days i just wanted the products they can keep the money that how much this girl means to me my heart is broke,negative,en
amazon password delivery amazon delivered my package in a threatening aggressive patronising manner my item was over 95 00 i told him off and took photo of him abd his van he then said i had a weapon why didn t he call the police absolutely disgusting behaviour and amazon team who just rang me wasn t that supportive to a customer who raised a complaint about this driver shameful amazon shameful remember i pay for my products before delivery and this is the support i get from your team,negative,en
awful customer service and total lack awful customer service and total lack of understanding or competence i simply tried to change my phone number on my account and their 2 step verification process that was applied without my knowledge or consent keeps texting my old number so i cannot receive it i have called and emailed amazon so many times that i have lost the will to pursue any further and i have been left out of pocket due to selling an item and paying for postage but cannot add postage tracking details or confirm it was dispatched each time i speak to amazon i get fobbed off and told to wait as the issue is being dealt with it has been almost 2 weeks to date and still no access i have been left out of pocket and with a poor opinion of amazon i have also been receiving calls from amazon their recorded automated announcement left states it is them and each time i have answered they disconnect the call appalling service sorry i ever used them,negative,en
they are struggling a bit sure i can get most of what i need in a short period of time but the lack of caring in this organization is unbelievable items sit unshipped with no explanation or updates the 3rd party sellers take weeks if not months to ship and delivery quality and imagery do not match expectations or photos from the item descriptions many of these 3rd parties flat out lie and deceive be careful and look for honest reviews before making purchases,negative,en
inconsistent customer communication amazon customer service can never seem to give the same answer more than once i work for an apartment complex that the drivers can never deliver to the correct address one would think you must be able to read to deliver packages i have tried to have packages picked up for that don t live hear any more 1 customer service rep saide they would call back with someone to pick it up and never called back the 2nd person said that couldn t be done just keep the package this is a billion dollar business that they can not even have people trained is the same manner if anyone else in the really world would do this they would be fired or the business would be shut down,negative,en
used amazon prime for my shipping the used amazon prime for my shipping the first time since amazon has been doing their own delivery my package was stated to be delivered by 3 then moved to 6 and then 9 and then it was undeliverable i called customer service in india they did not help just verified i had directions to my house it took 4 more days to deliver my package the next package was a xmas present they also gave a vague message that they had trouble with delivery they said they tried to deliver next day but had an issue with the package and decided to send my present back to seller without a phone call customer service said 4times driver would call if they had a problem no phone calls i will not use amazon anymore not reliable customer service is worthless i feel sorry for people using them at xmas time buyer beware not sure how safe packages will be with drivers who don t care about customer service,negative,en
amazon admits error keeps our money stealing despite the fact that the invoice explicitly demonstrates that amazon us has all legally necessary data for correct import registration when shipping from us to the eu amazon did not supervise a correct waybill for the courier waybill has incomplete and incorrect data hence the import fee deposit erroneously was lost upon import registration when reaching eu borders amazon admits the error but refuses to refund the deposit after almost a year now of complaining to the sadly redundant amazon cs all we get is a promotional code meaning that in order to get our deposit back in some odd way we must buy more stuff from amazon can you believe that this is dead wrong deposit means deposit it s not a future promise to mandatorily spend the full amount at amazon or else get nothing and it gets more ugly at the same time amazon has completely banned our eu based account from completing any more orders from their us site that is we can t order anymore from the very us amazon site that our promotional code has been granted for and the promotional code can t be transferred to europe or any other amazon site either we re told catch 22 this may seem clever or even logical from an amazon perspective but we strongly disagree this way amazon effectively is stealing from us under the pretty name of promotional code amazon is defacto acting as thieves by simply keeping our deposit and further making it impossible to reclaim the promotioal code amazon themselves have facilitated hence our deposit is now lost due to an error amazon acknowledge to have full responsibility for but amazon refuse to remedy the mistake they ve made in an ethical and morally adequate and responsible manner amazon are acting as simple thieves they don t respect customers anymore,negative,en
awful company do better awful company ordered an ipad through amazon prime which was due to arrive on the 22nd december in time for christmas on the day of delivery the parcels were out for delivery and then suddenly marked as being unable to deliver after ordering thousands of pounds worth of stuff from amazon in the past they have never once had an issue finding the address this started raising concern the item then returned to the depot around 2330 that evening and was marked to be out for delivery the following day the following day the supposed item was delivered and one time passcode given but instead of a package containing an ipad it was a children s book the ipad had clearly been stolen and the label showed obvious signs of being swapped pictures were taken of the driver handing the parcel over along with evidence that the label was tampered with and the incorrect item was received a complaint was officially logged with amazon who said they ll look into it pictures were sent to give the required evidence they asked for the same day 23rd december but nothing was done about it still and they keep saying to contact them again in a few days every time we try to contact their customer services i had to go out on the 23rd december to try and buy the gifted ipad elsewhere from currys an actual store and told amazon this which is further proof we didn t receive the ipad from them but they still delay and don t offer any solution,negative,en
not what it used to be i used to be team amazon as i used to order everything i could from them over the past year the deliveries are either late or not delivered at all with the delivery drivers saying that cannot find my apartment i don t know how this is as i just got something from them yesterday this is probably due to them being under tremendous pressure to meet their delivery quota i tried to post this same review on amazon to give them feedback and unsurprisingly they said that they could not post it i guess they only let you post positive feedback oh well,negative,en
my main shopping mall i mostly buy from amazon excellent return policy and problem resolution,positive,en
overall amazon have been pretty good overall amazon have been pretty good but i have been ripped off by a company i ordered buttons from they are very late everyday they send an email once i ve demanded a refund everyday it says they are arriving if not one back tomorrow for a refund i ve tried emailing amazon and complaining as obviously i cannot live chat to anyone but you can t even do that it sends you to an entirely different screen so sadly amazon you are as bad as the ripoff company you have allowed to trade via you,neutral,en
they have everything you need they have everything you need and at cheaper prices than anywhere online most of the time,positive,en
what ever happened to 2 day shipping what ever happened to 2 day shipping for amazon prime membership and why isn t there a link somewhere about the amazon website to contact customer service why does it take about 5 minutes not exaggerating to drill down answer questions meet criteria and generally jump through hoops in order to get to the point where you can ask a question of a customer service rep i get that its huge but does that exonerate them from basic business practices and being available to their customers is it impossible to imagine that there are some questions that can t be answered by the options they offer up in a list the covid pandemic wreaked havoc upon society worldwide and created new standards and expectations for and about work workers customers customer services etc and during that time it was impossible to fulfill prime membership benefits like 2 day shipping but it s long since and they ve not yet reinstated the 2 day shipping policy go to amazon and look up prime membership benefits and the list includes video and kindle and music benefits but all of those come with a monthly subscription fee separate from the 139 annual fee for prime membership the shipping benefits listed for prime membership reflect two day shipping on select items so perhaps just the select item list got pared back during covid and has never been re augmented whatever the answer i m not sure amazon prime membership is worth it anymore certainly not if you re paying for it monthly but perhaps even the annual membership doesn t make sense it s rare that i need anything the next day or even two days later and i ll frequently select delivery on my amazon delivery day but when i do need something within two days i m finding walmart to be more receptive to those needs and they often deliver the next day and on sundays me thinks amazon has gotten too big for it s britches and forgets the trail blazing they once did only to foist buggy service upon us now and don t get me started on dropping amazon returns at a whole foods especially one in nyc the upper east side whole foods at 87th 3rd has a huge amazon returns sign with that big smiley swoosh beneath it so you know you re in the right place but there s no additional signage to tell you to go to the mezzanine which is accessible only by elevator don t take the escalator bc it bypasses the mezz altogether,neutral,en
worth customer service on the planet what happened amazon customer service is the worst i ve ever experienced or i should say has become that this year marks the worst so far and it s only april nobody trains the agents what to do except lie or they do not understand what you say to them you can even water it down so anyone could understand it but they re always lost at the beginning of the year i had to update my phone number it took a month of working with the bbb to even attempt that a billion agents each telling something asinine thinking i d believe it being they made constant assurances that never go anywhere they are surely trained in that i had to give them my blacked out id to merely update a bloody phone number that was easier with my bank pharmacy and post office after all this whole country is based on phone numbers and codes when not involving targeted ads the former is what finally after almost a month got my number updated after all their insanely ridiculous replies to the bbb case which shows how dense and clueless they are it sadly gets worse that same month i received two items damaged beyond repair an agent two months ago said there was no need to return the item i have screenshots if you mention this they seemingly panic and lie some more weirdly there are screenshots but the mere mention of such things sends them into a frenzy the agents in turn assure more things which they never bothered to do like a refund for one two months later i received an email to return the item i was told to never send back screenshots tell the truth they naturally took the money out after saying that if you re charged meaning you will be we will reimburse you they took it out twice another agent said he fixed it and issued it but there was no confirmation email more screenshots always take them or they ll just lie some more of course in essence it s all they do when not assuring it is fixed and leads to more issues i thought to check if the refund even went through two days later but i never received a confirmation email so i merely engaged to check an hour later i was promised four months of free prime because the other agent lied about issuing a refund just two days earlier i found out from the third agent during one chat alone many get lost and transfer to another sometimes even more lost for a simple issue checking the status of non existent and promised refunds amazon also conveniently and quite stupidly have no reference or ticket numbers for any chat so future agents won t be as lost as they always are lovely this agent was as nice as most are but clearly in over his head i took billions of screenshots but i am fearful all the promises will lead to more chats from hell i know nobody wants to work there since rocket boy is so cheap there s nothing worse than the people working there 2024 has already been an absolute nightmare always use chat so you can get screenshots of these fake promises the emails have no reference numbers as is now policy so ask for chat transcripts good luck in getting concrete answers for anything as it s all assurances to seem nice while they mislead you or outright lie until you get the next lying agent fix this now rocket boy,negative,en
i have just been discriminated against i have just been discriminated against because i am registered disabled i live in a adapted bungalow and don t drive or take foreign holidays and because of this even though i am nearing 60 was refused delivery of my favourite wine which has been delivered for past year no problems and all i get is a non english fool giving me stupid reason s that sounded like sleazy chat up lines i feel you been a customer for 10 years adi s amazon,negative,en
amazon s delivery is a joke amazon s delivery is a joke i have my items delivered at work so that my items are not stolen only to find my items left on the outside of the the hallway of where i work the drivers are too lazy to walk it in that they just leave it in the hallway we have received packages left in our hallway that do not belong to us only to be told by customer service to throw the item away how this company is still in business is beyond me,negative,en
just amazing so easy to use and the delivery is quick and stress free just woah,positive,en
conned into signing up for amazon prime beware i don t like amazon because they advertise things for sale that are out of stock i had a very bad experience just over a year ago when i bought a book like many people i ticked free postage beware if you click free postage you will inadvertently sign up for amazon prime i did not know i had done this until i had to change my bank card because of a security scare i then had a phone call from amazon saying they could not process my amazon payments i was horrified and thought it was a scam i then rang the real amazon and they told me i had signed up to amazon prime i was appalled and cancelled my amazon prime account i gave the card number of the expired card which was safe to do i then received a phone call from bt saying my call to amazon had cost 80 bt refunded half of this as a goodwill gesture beware of signing up to amazon prime if you click free postage i lost several payments of 7 99 and 40 so lost about 80 disgusting company who are conning and tricking people into signing up for amazon prime i tried to download a kindle app the other day but discovered i could only use the app to read a book if i buy the book off amazon no chance other thing i hate about them you can t use paypal,negative,en
i am really disappointed with amazon i am really disappointed with amazon service it is not reliable tthis is the second time they are cancelling my order after 2 weeks of wait,negative,en
my only experience with amazon in the us is excellent i m not sure if the bad reviews here are all outside the us or what i have no delivery problems and i recently had a problem with a nutritional product that couldn t be returned instead they just gave me a complete refund prime has many benefits beyond shipping i use them so it s important to me i never pay anything for shipping i don t pay for music podcasts ebooks etc,positive,en
we love amazon so much we love amazon so much they returned all our items and refunded us promptly i don t normally do reviews but amazon has hands down the best customer service the replacement shipped the same day and was out to us by 10pm awesome company,positive,en
best website ever very quick service best website ever very quick service i love amazon bestest site evermy favorite site best site worlwide,positive,en
oder gone astray canceled amazon put thru anyway stay away from amazon as far as you can i ordered a part from amazon realizing i ordered the wrong part i contacted the seller told the seller it was the wrong part socal autosports or something meanwhile i used the wrong card got message card didnt go thru the seller was clearly told to cancel the sell guess what 2 days later amazon put the order thru without my permission seller says shipped my account bounced stay away from amazon as far as you can if you here the word amazon run run run,negative,en
the customer service is so bad the customer service is so bad i never deal with worst than that ever,negative,en
amazon is such a lair anything sold and amazon is such a lair anything sold and ship by amazon is soppose to be ebt eligible but its not most of the food isnt ebt eligible and it soppose to be its food plus they let seller price goug like for example i seen like on there it s normally 1 59 at the store a seller on there was asking 16 59 it s rediclous and greedy tired of this evil system a beast system,negative,en
i use amazon for everything i love amazon their prime membership is most definitely worth it as i receive everything in 2 days or earlier plus hundreds of free movies and tv shows best of all you can find almost anything you are looking for on amazon and shop around for the lowest price they have easy returns and now have a trade in feature which you can use to trade in old electronics books etc and put the toward that new item you want without having to come out of pocket as much check it out,positive,en
amazon is a joke amazon is a joke consumers need to wake and start supporting our local retailers they are only getting worse as far customer service and paying for prime ha ha joke use that for gas money and pick it up at the local store stop supporting these fulfillment centers with poor customer service and fulfillment capabilities it s all about the contract negotiations not the consumer i understand the need to house inventory but this is not the route they are providing poor quality and customer service my husband spends thousands of dollars and i refuse too i have finally persuaded him too stop spending money with amazon i would rather walk into my local store with my receipt and have things taken care of with some level of accountability start supporting your local retailers again amazon is a hustle and pulling it off as a honest company for the consumer they are hustlers sincerely tired of being ripped off,negative,en
i am beyond disgusted with amazon i am beyond disgusted with amazon for months now they have been taking money from my account for a prime account i do not have i have tried multiple times to call amazon up and it is a wrong number ince the numerous emails i was sending were answered and then the next email i received was to say they are not replying to email due to covid this is the third time this year i have been charged for services i am not using with first it was being charged for two amazon prime accounts when i only had one since cancelling they are charging me for one account even though i am not a member audible amazon company was also charging me for an account i didn t have the fact that it is near impossible to get in touch with them makes the whole experience incredibly distressing they are thieves,negative,en
best site best site to fin books,positive,en
the photos they use on some adds are the photos they use on some adds are photo shopped to look larger very difficult to make a complaint and no action was taken,negative,en
amazon delivery really getting worse i used to be happy with amazon not now since i upgraded with prime couple months ago the service getting worse lot of issues with delivery like now i place order supposly coming the day after on the app delivery guy wrote handed directly to the customer never come in my house this package is lost i call and they send a replacement supposed delivery next day on the he end of the day message saying running late next day on the app package out for delivery and again on the night i receive message running late again so i don t know when i will received my package already late for 5 days i wait until i received my package and will cancel prime and now order from competitor same at my office we still waiting for package running late for a few times we order from walmart same product and received next day so what,negative,en
absolutely not recommend absolutely not recommend my order never arrived and i m fighting for money back for weeks,negative,en
some of their market companies are not some of their market companies are not reliable and apperintly amazon takes little to no responsibility been waiting on an order forever wish the company would at least contact me,neutral,en
sold me invalid item promised free shipping but refused refund i placed an order on the 6th december for a ps5 god of war bundle on the 31st dec i get an email that the order was cancelled but if i placed a new order amazon would refund the shipping cost for my inconvenience i reorder and find out they will not refund the shipping cost as promised the game included in the bundle is locked to us region only and i live in europe this too would not be refunded even though they agreed the information was not provided before the order to top it off customer service put me on hold for 38 minutes before cutting the line,negative,en
amazon review process i just tried to review a product and suggested that perhaps some of the other reviews might not be real as none of the many thousands mentioned the obvious problem i wished to point out this review was somehow not in line with amazon guidance it does make you wonder what it is that they are seeking to hide here,negative,en
i ordered something for next day delivery i ordered something for next day delivery for clarification the item is offered and delivered by amazon the next day the tracking system shows the courier on my street after 1hour and a half the status updates to delivered handed to resident obviously i dont have my tv yet so i reach out to support and they tell me maybe it was accidently scanned as delivered you have to wait 2 additional days to make sure it still arrives i told them i am going back to work and only have 1 more day so they told me they would get back in touch with me and to give them my number next day support 1 never got back in touch with me same day message support again get told the same smick luckily i found someone to stay at home to get the delivery which was promised to get here next day at max also told me they would get back in touch with me next daynext day again support 2 never got back to me never got my delivery i message support again this time i demand them to put me through with their delivery support 30 mins of arguing they finally put me through and i get told they did deliver but it seems like they delivered to the wrong address why did it take 2 days to admit this when i tell them to get the idiot that delivered the tv to the wrong address to go back to where he delivered the huge af tv they said they couldnt promise me they would do that yet they also tell me the person who got it wouldnt keep it so wth are they gonna do with my tv third and last support also promised to get back in touch next day once again ghosted me long story short amazon support is completely imcompetent lies over and over and their delivery couriers are complete morons and they are completely unwilling to fix their mistakes to make matters worse the tv i ordered is out of stock since the day after i delivered and on top of that the price of it went up by 60pound so if i get a refund and try to buy it again it will be at a higher price and if i want to wait for a replacement it might take months because its out of stock their couriers are a disgrace their support is a disgrace and their awful lies are so damn annoying,negative,en
it s the worst online shopping never it s the worst online shopping never updates zbout the item always give excuses its better to buy from flipkart,negative,en
1 star too many close your accounts 1 star too many really hope something brings this company down it s full of thief s and rude people no one is accountable and no one cares they know there is no consequences for their actions hence why they are rude you can even state facts printed on the website and still nothing they are not interested you can t even speak to anyone in the uk another reason why no one s bothered closing my account suggest you do the same ps i never ever complain,negative,en
scam it is one of worlds biggest curse of imperialism they are ruthless greedy money oriented they take every opportunity to seize money from common ordinary people amazone restricted my account and never refund for chromebook they accepted to take back due to its poor battery and functional inadequacy i rang them thousands time but in vain advisor keep saying answer the emails which i did however no refund and it causes so much agony for loss of hard earned money on the top of so much dishonesty my amazone account showed refund which is actually not been done i am sick n tired i curse amazoneday n night feel helpless,negative,en
stop using intelcom intelcom is a bloody nightmare amazon all i can say is stop using them and hire more amazon drivers or find a better company than intelcom failure to do so will result in you losing many good and frequent amazon customers temu is becoming a much better service even canada post brought my temu package right to my suite door as instructed if amazon doesn t fix all this i will be one of many i know that will stop using amazon people that pay for a prime membership which isn t cheap anymore expect proper customer service from start to finish get your crap together,negative,en
charged twice ok so i ordered an item went to basket and paid a few days later i received an email saying that the payment could not be collected this was due to an expired debit card selected as my primary payment method i logged in to my amazon account and updated my payment details at the end of the week i by chance was looking at my bank statement and credit card statement and noticed that i had been charged on my credit card and the new debit card over one hour talking to the bot i managed to be passed to a human who apologized my refund will of course take up to 5 days but more worryingly would amazon have contacted me on my double payment if i hadnt noticed terrible service,negative,en
amazon changes t c to earn more money i have placed an order from amazon thinking of i dont like it since it s not a value for money i would have an option to return it and no the order it does state for a 10day replacement however after receiving the product it seems to be cheap quality and wanted to return it but i have no option for it as it keeps directing me to the customer service and they states i can t get the order returned even though i recieved it the same day due to the change of t c which is really annoying and proves amazon is a total waste now,negative,en
free shipment days is a lie i had to cancel my prime membership because i have too many bills and i had to cut down some expenses i have been a loyal customer for years and spent thousands of dollars shopping here i started choosing free delivery day and i do believe that they delay every shipment on purpose for days if you can t fulfill the promises of delivery dates just don t commit to misinform your customers we have the holiday coming and i don t think i can count on amazon anymore very disappointed,negative,en
decent decent these days a lot of cheap and or fake goods are being sold on the site sometimes packages may get lost but usually replaced,neutral,en
i absolutely will be closing my amazon i absolutely will be closing my amazon account hate this company now they have made it so i need a smart phone to receive a link to access my account because i do not have a smart phone i have to put an extremely long address on my computer this company has gotten too huge will no longer give them my dollars,negative,en
lots of listings i always find what i want i have had plenty of opportunities to shop on amazon com over the past several months it has become one of my favorite sites to visit i have purchased items directly sold by amazon com and from other sellers on the site with great success amazon com is a very reliable seller with quick shipping and excelent service i love their free shipping on certain items i had a large portable hammock shipped to me for free love it it was a gift for my dad and he loves it too it s great quality and very easy to use i ve had some complaints when purchasing through other sellers on the site for slow shipping but overall have been very satisfied and have never not received an item or received my pruchase damaged highly recommend amazon com,positive,en
customer service is terrible customer service is terrible they are rude dismissive and hang up your phone due to policy they don t come up with a solution or try to help i would not use them again they became too big to care how to treat customers they do as they please i prefer local businesses then deal with such service,negative,en
amazon prime is kinda bs being an amazon prime customer for the past 4 years it angers me when i get lied to about shipping lately it s happening more and more and my packages come a week late when i was told i d have it the next day this week i ordered a time sensitive item that was advertised same day delivery it s now day 3 with no updates other than we re sorry,negative,en
first class first class company i ve ordered many items from blu rays to av recievers never had a problem,positive,en
whats not to love can t get enough its amaz on ing,positive,en
amazon has extended it s refund time amazon has extended it s refund time because they fired so many workers they now say it takes 60 days to process a return even though the site says up to 30 days no business has longer than a 30 day return refund policy they will tell you to wait 60 days but then once it has been 60 days they will say it has been to long and they cannot process a refund this way they can keep your money the product and it will be too late to dispute the purchase with your bank dispute your purchase with your bank 2 weeks after you return an item that way you have time to dispute your purchase before amazon can steal your money they will also go as far as to block you from the chat or call feature or close your account if they close your account you can definitely open a dispute with your bank the refund window used to be 14 days now it is 60 days which unreasonable long since they have no problem taking your money,negative,en
they want you to go prime they want to force you to subscribe to amazon prime if you don t they purposefully delay the delivery then they give you an approximate delivery date eg between the 10th 15th of that month it will always arrive on the last day why even bother saying it will arrive between these dates if you will make sure it arrives on the very last day in any case does amazon think that we are all stupid,neutral,en
ordered tubing for nebulizer machine ordered tubing for nebulizer machine last month had to wait one month to ship because they didn t think it s essential it essential if you need it to breathe because you have asthma went to another company shipping in 3 days won t be ordering any stuff for my breathing nebulizer off amazon anymore,negative,en
your feedback means nothing to us your feedback is helping us build earth s most customer centric company don t they love cut paste yet another failed delivery another session with customer service and another waste of time great company when everything goes well when it doesn t give up officially told that amazon has no offices people in uk,negative,en
amazon customer service leader was terrible ordered blink cameras 5 pk x2 on prime daydaughter in law did as well same day she got a 350 discount on hers i got a 300 discount on each of my packageswhen i called amazon i got all sorts of nonsense explanations so asked for someone fromleadership he provided a different reason lightning deal i offered to add my daighter in law to the call so he could verify that was indeed the reason apparently they cannot talk to two verified customers on one call he said they provided a proper response and he was disconnecting the call clickso i gather from this we get charged different prices for the same items and too bad if we don t like it time to return all items i bought and buy local update i received an email fromthe cs leader right after i wrote this he wants to know how he did really amazon absolutely crappy you d get a zero review if that was an option,negative,en
amazon has done terrible things to me amazon has done terrible things to me i have been an amazon prime member for 12 years now at the beginning their customer service was excellent and i even got their credit card this past year however they have become a nightmare to deal with and have stolen money from me and permanently banned me from writing reviews because of suspicious activity on my account let me be clear i have left maybe 3 4 reviews the entire 12 years i ve had my account and i only reviewed something if it was a terrible product and i tried to save others from buying it furthermore i ordered a razer monitor a few months ago and the package was ripped open when it arrived i tested the monitor and it was not the model i ordered so i sent it back shortly after i received an email stating that i was not getting a refund and they were keeping the monitor i sent back this was a 1200 monitor so i lost a lot of money i tried going through the better business bureau and amazon laughed in my face and said they would be happy to speak to my legal team most recently i ordered 3 limited edition nintendo switch tears of the kingdom models and they were stolen off my porch i have specific delivery instructions i have left amazon that they are to knock and if no one answers to deliver another time to make sure my packages didn t get taken by porch pirates well they refused the refund without a police report which i did even after the police investigation was done and the police report was approved i sent it to amazon as instructed they still denied me a refund or replacement so i had to call and argue with them and they finally agreed to the refund amazon in its current state is a complete mess and they no longer know how to care for their long term customers who have spent hundreds of thousands of dollars on their platform over 12 years stay away from this company if you can and order from other online retailers as places like walmart and bestbuy online are stocking the same products now and they have much better delivery and customer service,negative,en
